id_empleado
6016
9662
2896
1513
6580
1106
2203
6795
4881
4640
1208
6189
6896
3889
6771
9872
7403
8929
2710
8263
9982
9523
5736
3810
5438
6909
3394
492
7765
3480
4612
6194
4909
3356
4286
7116
8803
4288
1625
5564
3624
1105
1200
2317
7525
3652
9867
6272
4680
8182
3626
5790
6703
1076
8045
1529
1148
7477
1390
5862
322
3331
4489
6094
3618
8141
4499
7553
458
7301
3603
3048
7158
2066
9278
6551
7860
3672
7549
1294
9879
6482
3627
4472
931
1348
7095
923
5506
5223
6478
40
4027
5574
9895
6080
4737
3070
8162
3803
5333
2372
850
9225
1672
1321
7884
6554
8605
6127
1012
2764
2731
1439
7463
5662
3844
9464
6074
7983
2910
661
4902
2311
7526
8116
4244
2494
754
3864
1378
1867
5479
2854
9444
8309
1699
4403
6952
811
8480
2564
3462
6109
4844
4778
1343
6161
4118
7419
5279
5278
2369
5420
6434
1953
3158
7008
6885
4821
8276
332
9561
5363
7459
6357
9711
3136
8196
3439
8173
5800
6249
4740
5087
3918
4356
9293
5443
9178
747
7718
4910
3456
1820
1897
3354
8610
2652
3642
1875
3909
2440
3668
159
2812
9822
2949
9896
4028
1684
8595
1100
9373
6442
338
7949
8233
3125
5600
5948
5973
2534
6133
6326
3091
8713
4913
5191
6405
8993
1252
787
6489
6529
2375
8223
6775
2660
8932
5760
6684
9923
4739
7048
1416
8316
796
9031
7476
4802
686
1317
7473
3882
6698
3561
9149
3917
8209
3081
9196
6265
5231
735
4100
7939
7065
985
5382
3218
5248
7992
8400
3492
8144
3968
9023
7605
8616
4632
5209
7880
4649
7823
8619
968
8533
2842
4320
9074
6517
9070
8019
7149
7310
6040
8446
3461
3605
2582
1933
8422
334
3484
4106
8582
1683
3885
9105
3276
2967
7522
9628
6870
3221
6233
1569
1227
1954
6263
1160
3224
9786
2385
4385
7717
5232
2963
5551
286
2297
6354
5805
5767
2741
424
7552
8108
7598
3629
779
3764
3581
5493
590
1886
889
7803
43
2634
1595
6620
4991
4004
6277
5535
2315
4905
7264
3945
5108
428
4377
5781
475
4347
9352
2625
912
6192
7676
8960
6835
5448
9429
4540
580
3352
8232
7894
3817
7011
5964
5390
8040
2371
257
6865
6381
7435
9629
8943
3961
9215
3353
2001
3214
4548
9934
2932
8041
586
9318
2699
4096
8369
6763
8838
8257
3796
8520
7156
4230
5015
2878
5711
5986
6244
4724
8985
5602
7721
3549
1762
581
9502
5461
3951
5266
7410
6660
4002
9032
5589
688
3508
3619
8745
2016
938
6558
7586
1090
4861
657
221
4770
8836
7498
4076
6700
2259
1239
9814
4574
3465
2024
9799
1316
5488
6085
6232
455
9930
1666
999
3063
7588
6113
9793
2058
4942
17
5251
2043
9142
1599
2779
8107
4857
7268
6914
9213
8110
2335
9558
8562
9305
3752
7495
2321
5221
8587
6090
4663
6518
8273
9537
1547
740
2978
6661
1733
302
5891
3504
1545
5274
7233
5545
7428
2495
7957
4185
2629
6588
9099
1184
8286
6939
4261
67
7878
8502
8589
2403
9028
9486
8925
1423
3007
5814
152
2450
9306
8897
311
5359
8783
7337
3665
2089
9717
507
7109
978
7224
2899
4492
1403
3322
2222
3350
9526
9212
2751
6395
7841
4013
3199
9592
5078
6983
4119
7778
5159
3714
644
3357
9590
9263
4249
1703
154
2897
2999
1362
5875
2796
6950
2456
190
6025
9995
3372
3381
6248
2946
3038
593
1970
4769
5725
7550
9356
9813
2998
6548
9659
7703
6471
4319
4595
9408
1305
6541
126
8609
2648
2805
8601
3641
651
6259
7014
6330
3830
7935
926
7097
1398
4694
6361
6079
8423
814
1941
7943
7899
423
3399
8851
8117
4809
8388
7028
666
2402
1037
3479
9529
6812
2342
9577
905
1541
722
7193
8537
7543
9006
6401
5870
389
6600
751
1565
6730
8456
1919
7815
8199
7138
2740
7348
9763
9227
453
560
8103
5062
9220
6169
3373
6371
8332
9336
5874
5819
3816
715
5798
3678
1503
8017
8382
4507
7378
9001
5276
9635
8421
7032
1664
6764
1824
4728
1951
4966
383
5640
3811
8663
3156
3435
8514
6484
5308
6163
8662
2036
3610
7350
8921
4546
3282
4763
4423
6137
9272
6088
5271
9693
5081
8207
3043
3639
6013
8078
1564
7132
2669
1745
4170
9984
9584
9908
1290
3863
8904
5136
5367
5500
2571
4437
9829
6867
2011
4830
9492
8763
9195
3912
8302
2517
134
9423
6142
3256
9372
4918
8917
1561
669
2449
6742
3496
9017
7719
7319
3183
7049
4130
4282
3272
8492
2062
6547
3001
1916
8588
1170
8198
5607
6846
3464
9993
3290
1988
4514
4624
8630
325
9953
4331
3930
195
9300
6171
4264
776
9989
625
3232
5718
4840
7911
2803
1732
5029
8220
6104
4290
9547
7632
3985
7928
7460
3392
5796
6714
6122
4284
2308
3798
6850
356
9021
2262
1212
3052
5375
3541
2135
5452
6480
5416
6665
7442
5317
5946
8704
3293
7035
261
130
8157
7514
8445
9152
4041
289
8620
2137
5401
7105
4168
7486
8538
4302
9497
9092
5753
5824
5093
8226
7580
9815
3234
1806
7046
8749
4792
8360
8148
2510
1025
9431
8684
6323
4641
4788
5569
2844
9699
4308
7145
8700
4551
7619
4639
7210
6777
1671
7974
9084
6286
6210
8137
4177
7914
2175
4127
8560
4580
7258
8695
4600
4159
886
5593
4412
9076
1976
5043
5020
7898
2712
3948
1572
2613
7929
9454
4279
6621
6041
3152
7856
308
3593
7448
2594
2560
4379
3434
3587
7766
1743
6918
8142
6912
266
8204
7989
4839
6710
3071
8275
3108
2895
9808
1512
8992
7370
5638
9589
9700
5808
2700
6778
812
6589
4051
2255
3572
3969
7061
9970
4427
1358
8471
760
8628
1942
1530
5343
753
4326
8174
7806
1146
179
9164
9019
4280
5793
8741
1764
3118
8365
8247
9340
9853
5011
3106
3189
3380
797
7915
682
1022
6655
3266
6743
6761
5041
9835
638
2060
2288
7010
1433
2742
7024
9994
2149
9630
6055
7380
4575
